,gx,gy,gz
995,32323308,5723285,90.0
996,32323300,5723287,87.0
997,32323290,5723289,85.0
998,32323283,5723291,88.0
999,32323277,5723296,90.0
1000,32323269,5723300,92.0
1001,32323262,5723302,90.0
1002,32323254,5723305,90.0
1003,32323249,5723311,92.0
1004,32323245,5723315,91.0
1005,32323241,5723320,92.0
1006,32323237,5723323,91.0
1007,32323232,5723326,88.0
1008,32323227,5723329,88.0
1009,32323222,5723331,88.0
1010,32323215,5723333,88.0
1011,32323208,5723335,88.0
1012,32323202,5723339,90.0
1013,32323197,5723345,92.0
1014,32323193,5723350,92.0
1015,32323188,5723353,94.0
1016,32323184,5723360,94.0
1017,32323182,5723366,93.0
1018,32323180,5723370,93.0
1019,32323179,5723374,93.0
1020,32323174,5723376,91.0
1021,32323171,5723382,92.0
1022,32323169,5723387,93.0
1023,32323168,5723392,91.0
1024,32323167,5723394,88.0
1025,32323165,5723397,82.0
1026,32323163,5723400,82.0
1027,32323157,5723402,82.0
1028,32323152,5723406,83.0
1029,32323145,5723412,84.0
1030,32323142,5723415,87.0
1031,32323137,5723418,85.0
1032,32323134,5723421,87.0
1033,32323128,5723426,88.0
1034,32323124,5723431,90.0
1035,32323118,5723434,91.0
1036,32323115,5723436,89.0
1037,32323117,5723434,85.0
1038,32323116,5723433,86.0
1039,32323115,5723433,86.0
1040,32323114,5723433,88.0
1041,32323113,5723433,89.0
1042,32323111,5723436,89.0
1043,32323107,5723437,89.0
1044,32323104,5723438,88.0
1045,32323098,5723440,88.0
1046,32323095,5723441,89.0
1047,32323090,5723446,89.0
1048,32323086,5723449,89.0
1049,32323079,5723452,87.0
1050,32323069,5723453,86.0
1051,32323058,5723453,85.0
1052,32323052,5723454,86.0
1053,32323043,5723454,90.0
1054,32323039,5723455,89.0
1055,32323037,5723459,89.0
1056,32323033,5723463,88.0
1057,32323028,5723464,83.0
1058,32323023,5723465,82.0
1059,32323016,5723465,81.0
1060,32323009,5723469,83.0
1061,32323003,5723471,82.0
1062,32322997,5723476,81.0
1063,32322988,5723479,84.0
1064,32322982,5723482,84.0
1065,32322976,5723486,81.0
1066,32322970,5723488,82.0
1067,32322964,5723491,80.0
1068,32322957,5723494,82.0
1069,32322954,5723494,85.0
1070,32322953,5723493,87.0
1071,32322952,5723492,86.0
1072,32322951,5723492,86.0
1073,32322949,5723493,84.0
1074,32322945,5723497,80.0
1075,32322940,5723500,81.0
1076,32322934,5723501,80.0
1077,32322929,5723503,80.0
1078,32322925,5723506,78.0
1079,32322919,5723510,79.0
1080,32322914,5723514,81.0
1081,32322909,5723518,80.0
1082,32322904,5723520,80.0
1083,32322900,5723524,81.0
1084,32322896,5723529,82.0
1085,32322891,5723532,84.0
1086,32322886,5723535,86.0
1087,32322882,5723539,79.0
1088,32322878,5723543,76.0
1089,32322873,5723546,79.0
1090,32322867,5723552,80.0
1091,32322862,5723556,81.0
1092,32322858,5723559,81.0
1093,32322852,5723561,83.0
1094,32322848,5723564,80.0
1095,32322845,5723567,80.0
1096,32322842,5723567,80.0
1097,32322839,5723567,80.0
1098,32322838,5723567,79.0
1099,32322837,5723567,79.0
1100,32322837,5723567,80.0
1101,32322833,5723568,86.0
1102,32322826,5723568,89.0
1103,32322823,5723570,91.0
1104,32322818,5723573,94.0
1105,32322816,5723573,96.0
1106,32322816,5723571,95.0
1107,32322815,5723569,96.0
1108,32322815,5723569,94.0
1109,32322816,5723569,92.0
1110,32322816,5723571,92.0
1111,32322814,5723573,78.0
1112,32322809,5723577,85.0
1113,32322805,5723580,86.0
1114,32322802,5723586,88.0
1115,32322797,5723590,87.0
1116,32322794,5723596,90.0
1117,32322793,5723600,87.0
1118,32322788,5723604,86.0
1119,32322782,5723607,86.0
1120,32322778,5723609,85.0
1121,32322777,5723607,86.0
1122,32322776,5723605,87.0
1123,32322776,5723604,89.0
1124,32322774,5723605,89.0
1125,32322772,5723610,82.0
1126,32322768,5723612,81.0
1127,32322766,5723617,85.0
1128,32322763,5723623,83.0
1129,32322760,5723629,81.0
1130,32322757,5723635,79.0
1131,32322751,5723640,79.0
1132,32322746,5723646,79.0
1133,32322742,5723650,76.0
1134,32322740,5723656,73.0
1135,32322736,5723663,76.0
1136,32322733,5723668,77.0
1137,32322731,5723673,75.0
1138,32322727,5723682,75.0
1139,32322723,5723691,75.0
1140,32322718,5723698,77.0
1141,32322712,5723705,78.0
1142,32322706,5723712,78.0
1143,32322702,5723718,76.0
1144,32322697,5723724,75.0
1145,32322691,5723730,77.0
1146,32322685,5723737,80.0
1147,32322680,5723741,77.0
1148,32322677,5723748,77.0
1149,32322671,5723752,76.0
1150,32322664,5723755,77.0
1151,32322659,5723759,76.0
1152,32322653,5723763,77.0
1153,32322646,5723766,76.0
1154,32322642,5723769,77.0
1155,32322636,5723771,75.0
1156,32322632,5723775,75.0
1157,32322627,5723781,75.0
1158,32322624,5723787,77.0
1159,32322620,5723791,76.0
1160,32322615,5723797,77.0
1161,32322610,5723803,79.0
1162,32322604,5723806,79.0
1163,32322599,5723811,83.0
1164,32322592,5723813,81.0
1165,32322584,5723813,78.0
1166,32322577,5723814,79.0
1167,32322570,5723815,79.0
1168,32322566,5723817,81.0
1169,32322561,5723821,81.0
1170,32322557,5723826,76.0
1171,32322554,5723830,74.0
1172,32322551,5723834,74.0
1173,32322543,5723837,73.0
1174,32322539,5723841,74.0
1175,32322535,5723844,75.0
1176,32322527,5723846,81.0
1177,32322520,5723847,72.0
1178,32322510,5723850,76.0
1179,32322503,5723856,82.0
1180,32322499,5723861,84.0
1181,32322492,5723865,88.0
1182,32322485,5723869,89.0
1183,32322480,5723872,90.0
1184,32322476,5723877,90.0
1185,32322474,5723882,90.0
1186,32322470,5723887,89.0
1187,32322467,5723891,89.0
1188,32322464,5723895,91.0
1189,32322462,5723897,90.0
1190,32322457,5723898,88.0
1191,32322454,5723906,88.0
1192,32322453,5723913,88.0
1193,32322451,5723919,91.0
1194,32322451,5723925,90.0
1195,32322450,5723934,89.0
1196,32322446,5723942,91.0
1197,32322444,5723949,93.0
1198,32322442,5723952,93.0
1199,32322437,5723955,91.0
1200,32322434,5723960,96.0
1201,32322429,5723969,97.0
1202,32322423,5723974,97.0
1203,32322416,5723979,97.0
1204,32322412,5723984,99.0
1205,32322405,5723988,102.0
1206,32322401,5723991,99.0
1207,32322395,5723994,98.0
1208,32322393,5723997,99.0
1209,32322392,5724002,100.0
1210,32322391,5724005,99.0
1211,32322390,5724007,99.0
1212,32322389,5724007,100.0
1213,32322389,5724006,97.0
1214,32322390,5724003,95.0
1215,32322390,5724003,93.0
1216,32322389,5724001,93.0
1217,32322388,5724001,94.0
1218,32322388,5724001,95.0
1219,32322388,5724001,95.0
1220,32322388,5724001,95.0
1221,32322388,5724001,95.0
1222,32322388,5724001,95.0
1223,32322388,5724001,95.0
1224,32322388,5724001,96.0
1225,32322387,5724000,96.0
1226,32322387,5724000,96.0
1227,32322387,5724000,97.0
1228,32322387,5724000,85.0
1229,32322386,5724000,90.0
1230,32322386,5724000,92.0
1231,32322386,5724000,94.0
1232,32322386,5724000,95.0
1233,32322386,5724000,96.0
1234,32322386,5724000,96.0
1235,32322386,5724000,96.0
1236,32322386,5724000,96.0
1237,32322386,5724000,96.0
1238,32322386,5724000,96.0
1239,32322386,5724000,96.0
1240,32322386,5724000,96.0
1241,32322386,5724000,96.0
1242,32322386,5724000,96.0
1243,32322386,5724000,96.0
1244,32322386,5724000,96.0
1245,32322386,5724000,96.0
1246,32322386,5724000,96.0
1247,32322386,5724000,97.0
1248,32322386,5724000,97.0
1249,32322386,5724000,97.0
1250,32322386,5724000,97.0
1251,32322386,5724000,97.0
1252,32322386,5724000,97.0
1253,32322386,5724000,97.0
1254,32322386,5724000,97.0
1255,32322386,5724000,97.0
1256,32322386,5724000,97.0
1257,32322386,5724000,97.0
1258,32322386,5724000,97.0
1259,32322386,5724000,97.0
1260,32322386,5724000,97.0
1261,32322386,5724000,97.0
1262,32322386,5724000,97.0
1263,32322383,5723998,110.0
1264,32322382,5723998,110.0
1265,32322382,5723997,112.0
1266,32322382,5723996,114.0
1267,32322382,5723996,114.0
1268,32322382,5723996,114.0
1269,32322382,5723996,114.0
1270,32322382,5723996,114.0
1271,32322382,5723996,114.0
1272,32322381,5723996,114.0
1273,32322381,5723996,114.0
1274,32322381,5723996,114.0
1275,32322381,5723996,114.0
1276,32322381,5723996,114.0
1277,32322381,5723996,114.0
1278,32322381,5723996,114.0
1279,32322381,5723996,114.0
1280,32322381,5723996,114.0
1281,32322381,5723996,114.0
1282,32322381,5723996,114.0
1283,32322381,5723996,114.0
1284,32322381,5723996,114.0
1285,32322381,5723996,114.0
1286,32322381,5723996,114.0
1287,32322381,5723996,114.0
1288,32322381,5723996,114.0
1289,32322381,5723996,114.0
1290,32322381,5723996,114.0
1291,32322381,5723996,114.0
1292,32322381,5723996,114.0
1293,32322381,5723996,114.0
1294,32322381,5723996,114.0
1295,32322381,5723996,114.0
1296,32322381,5723996,114.0
1297,32322381,5723996,114.0
1298,32322381,5723996,114.0
1299,32322381,5723996,114.0
1300,32322381,5723993,85.0
1301,32322382,5723992,85.0
1302,32322382,5723993,85.0
1303,32322383,5723994,74.0
1304,32322383,5723997,78.0
1305,32322385,5723999,80.0
1306,32322386,5724000,81.0
1307,32322387,5724003,83.0
1308,32322388,5724007,86.0
1309,32322390,5724008,87.0
1310,32322393,5724010,89.0
1311,32322396,5724016,86.0
1312,32322398,5724023,89.0
1313,32322401,5724028,90.0
1314,32322404,5724033,91.0
1315,32322405,5724034,93.0
1316,32322405,5724034,95.0
1317,32322406,5724033,95.0
1318,32322407,5724033,95.0
1319,32322408,5724033,95.0
1320,32322411,5724033,96.0
1321,32322414,5724037,96.0
1322,32322419,5724042,97.0
1323,32322422,5724045,96.0
1324,32322425,5724051,93.0
1325,32322428,5724058,95.0
1326,32322431,5724061,92.0
1327,32322435,5724067,91.0
1328,32322439,5724074,72.0
1329,32322450,5724082,81.0
1330,32322453,5724084,82.0
1331,32322457,5724093,84.0
1332,32322461,5724098,84.0
1333,32322468,5724105,84.0
1334,32322472,5724110,88.0
1335,32322474,5724111,89.0
1336,32322479,5724114,89.0
1337,32322484,5724115,89.0
1338,32322486,5724116,89.0
1339,32322488,5724117,90.0
1340,32322489,5724121,92.0
1341,32322490,5724127,92.0
1342,32322490,5724134,90.0
1343,32322487,5724143,89.0
1344,32322485,5724147,91.0
1345,32322479,5724157,93.0
1346,32322475,5724164,93.0
1347,32322470,5724173,92.0
1348,32322469,5724178,92.0
1349,32322463,5724182,90.0
1350,32322459,5724184,89.0
1351,32322452,5724186,94.0
1352,32322445,5724192,95.0
1353,32322440,5724197,95.0
1354,32322436,5724200,94.0
1355,32322430,5724204,94.0
1356,32322426,5724207,96.0
1357,32322422,5724213,96.0
1358,32322420,5724216,98.0
1359,32322414,5724221,99.0
1360,32322408,5724224,99.0
1361,32322405,5724227,101.0
1362,32322403,5724231,103.0
1363,32322401,5724239,104.0
1364,32322400,5724243,105.0
1365,32322402,5724249,109.0
1366,32322403,5724253,109.0
1367,32322406,5724258,95.0
1368,32322408,5724263,98.0
1369,32322411,5724269,100.0
1370,32322414,5724270,102.0
1371,32322417,5724271,99.0
1372,32322418,5724274,97.0
1373,32322421,5724278,96.0
1374,32322427,5724281,96.0
1375,32322433,5724284,94.0
1376,32322441,5724286,93.0
1377,32322446,5724289,94.0
1378,32322449,5724292,94.0
1379,32322455,5724296,95.0
1380,32322461,5724298,96.0
1381,32322467,5724303,95.0
1382,32322473,5724307,94.0
1383,32322480,5724309,86.0
1384,32322485,5724313,86.0
1385,32322489,5724315,89.0
1386,32322494,5724319,85.0
1387,32322499,5724322,86.0
1388,32322505,5724325,92.0
1389,32322511,5724327,97.0
1390,32322519,5724328,99.0
1391,32322524,5724336,102.0
1392,32322525,5724342,105.0
1393,32322528,5724349,108.0
1394,32322532,5724354,107.0
1395,32322536,5724360,110.0
1396,32322540,5724370,93.0
1397,32322542,5724380,99.0
1398,32322545,5724385,105.0
1399,32322547,5724389,106.0
1400,32322550,5724398,106.0
1401,32322552,5724402,104.0
1402,32322554,5724406,100.0
1403,32322556,5724413,103.0
1404,32322558,5724415,103.0
1405,32322560,5724419,103.0
1406,32322562,5724422,104.0
1407,32322566,5724428,105.0
1408,32322571,5724431,106.0
1409,32322576,5724431,107.0
1410,32322581,5724434,106.0
1411,32322586,5724438,106.0
1412,32322590,5724440,105.0
1413,32322598,5724440,107.0
1414,32322604,5724443,108.0
1415,32322607,5724444,103.0
1416,32322610,5724448,102.0
1417,32322613,5724453,101.0
1418,32322619,5724455,100.0
1419,32322623,5724456,100.0
1420,32322627,5724460,99.0
1421,32322633,5724461,101.0
1422,32322639,5724462,90.0
1423,32322645,5724462,95.0
1424,32322651,5724465,97.0
1425,32322655,5724467,99.0
1426,32322660,5724469,101.0
1427,32322666,5724469,103.0
1428,32322671,5724468,102.0
1429,32322676,5724467,102.0
1430,32322679,5724468,102.0
1431,32322685,5724469,103.0
1432,32322691,5724469,103.0
1433,32322699,5724469,103.0
1434,32322703,5724469,103.0
1435,32322711,5724469,104.0
1436,32322717,5724468,103.0
1437,32322723,5724467,107.0
1438,32322726,5724468,106.0
1439,32322736,5724469,109.0
1440,32322743,5724469,109.0
1441,32322751,5724469,110.0
1442,32322756,5724470,110.0
1443,32322764,5724471,108.0
1444,32322769,5724473,110.0
1445,32322774,5724476,109.0
1446,32322778,5724475,109.0
1447,32322785,5724475,108.0
1448,32322792,5724475,96.0
1449,32322799,5724475,101.0
1450,32322802,5724476,101.0
1451,32322806,5724478,103.0
1452,32322807,5724481,103.0
1453,32322811,5724484,105.0
1454,32322815,5724487,108.0
1455,32322820,5724488,94.0
1456,32322826,5724492,96.0
1457,32322833,5724493,103.0
1458,32322839,5724494,105.0
1459,32322845,5724495,107.0
1460,32322849,5724496,107.0
1461,32322854,5724497,108.0
1462,32322860,5724499,113.0
1463,32322865,5724500,112.0
1464,32322870,5724500,114.0
1465,32322873,5724500,113.0
1466,32322879,5724501,114.0
1467,32322888,5724501,114.0
1468,32322895,5724502,116.0
1469,32322900,5724503,114.0
1470,32322906,5724503,112.0
1471,32322913,5724505,113.0
1472,32322920,5724506,114.0
1473,32322927,5724505,116.0
1474,32322933,5724504,117.0
1475,32322944,5724503,117.0
1476,32322952,5724503,116.0
1477,32322960,5724506,113.0
1478,32322966,5724506,113.0
1479,32322974,5724507,114.0
1480,32322978,5724507,114.0
1481,32322986,5724506,116.0
1482,32322993,5724507,102.0
1483,32322998,5724509,105.0
1484,32323005,5724511,111.0
1485,32323009,5724512,111.0
1486,32323013,5724516,115.0
1487,32323018,5724520,116.0
1488,32323021,5724522,116.0
1489,32323026,5724523,101.0
1490,32323032,5724522,106.0
1491,32323036,5724524,111.0
1492,32323040,5724527,111.0
1493,32323046,5724529,109.0
1494,32323050,5724530,111.0
1495,32323058,5724532,112.0
1496,32323064,5724533,114.0
1497,32323071,5724534,117.0
1498,32323075,5724531,118.0
1499,32323075,5724530,117.0
1500,32323077,5724522,120.0
1501,32323079,5724517,121.0
1502,32323081,5724513,122.0
1503,32323087,5724508,88.0
1504,32323089,5724506,104.0
1505,32323092,5724507,115.0
1506,32323092,5724506,120.0
1507,32323094,5724508,120.0
1508,32323096,5724509,121.0
1509,32323097,5724510,122.0
1510,32323098,5724509,121.0
1511,32323097,5724511,121.0
1512,32323096,5724511,121.0
1513,32323097,5724510,122.0
1514,32323097,5724509,123.0
1515,32323097,5724509,124.0
1516,32323096,5724507,125.0
1517,32323095,5724508,125.0
1518,32323095,5724508,124.0
1519,32323096,5724508,123.0
1520,32323096,5724508,124.0
1521,32323096,5724508,124.0
1522,32323096,5724508,124.0
1523,32323096,5724508,124.0
1524,32323096,5724508,124.0
1525,32323096,5724508,126.0
1526,32323093,5724508,122.0
1527,32323092,5724509,121.0
1528,32323091,5724508,120.0
1529,32323093,5724508,121.0
1530,32323093,5724508,121.0
1531,32323093,5724507,122.0
1532,32323093,5724507,123.0
1533,32323094,5724507,123.0
1534,32323094,5724507,123.0
1535,32323094,5724507,123.0
1536,32323094,5724507,123.0
1537,32323094,5724507,123.0
1538,32323094,5724507,123.0
1539,32323095,5724508,118.0
1540,32323095,5724508,117.0
1541,32323096,5724508,116.0
1542,32323094,5724504,112.0
1543,32323093,5724497,109.0
1544,32323091,5724490,111.0
1545,32323086,5724488,112.0
1546,32323081,5724492,113.0
1547,32323076,5724498,113.0
1548,32323069,5724503,112.0
1549,32323064,5724505,110.0
1550,32323058,5724507,87.0
1551,32323054,5724509,92.0
1552,32323048,5724512,96.0
1553,32323042,5724515,106.0
1554,32323037,5724519,111.0
1555,32323040,5724523,113.0
1556,32323045,5724524,114.0
1557,32323050,5724526,112.0
1558,32323053,5724528,113.0
1559,32323058,5724529,112.0
1560,32323063,5724532,110.0
1561,32323071,5724534,110.0
1562,32323077,5724536,114.0
1563,32323084,5724540,112.0
1564,32323090,5724542,112.0
1565,32323094,5724543,90.0
1566,32323099,5724543,99.0
1567,32323106,5724544,105.0
1568,32323112,5724547,109.0
1569,32323118,5724549,115.0
1570,32323126,5724551,119.0
1571,32323131,5724554,120.0
1572,32323134,5724556,122.0
1573,32323141,5724556,94.0
1574,32323148,5724557,107.0
1575,32323150,5724558,106.0
1576,32323150,5724558,111.0
1577,32323150,5724557,117.0
1578,32323152,5724555,119.0
1579,32323152,5724555,120.0
1580,32323152,5724555,121.0
1581,32323151,5724556,125.0
1582,32323149,5724557,122.0
1583,32323149,5724557,125.0
1584,32323150,5724557,126.0
1585,32323150,5724558,127.0
1586,32323150,5724558,126.0
1587,32323150,5724558,126.0
1588,32323150,5724558,126.0
1589,32323150,5724558,126.0
1590,32323150,5724558,126.0
1591,32323150,5724558,126.0
1592,32323150,5724558,126.0
1593,32323150,5724558,126.0
1594,32323150,5724557,126.0
1595,32323150,5724557,126.0
1596,32323150,5724557,126.0
1597,32323150,5724557,126.0
1598,32323150,5724557,126.0
1599,32323150,5724557,126.0
1600,32323151,5724558,125.0
1601,32323154,5724558,124.0
1602,32323160,5724559,125.0
1603,32323163,5724561,126.0
1604,32323163,5724561,126.0
1605,32323163,5724562,127.0
1606,32323162,5724563,127.0
1607,32323161,5724563,127.0
1608,32323161,5724563,127.0
1609,32323161,5724563,127.0
1610,32323161,5724563,127.0
1611,32323161,5724563,127.0
1612,32323161,5724563,127.0
1613,32323161,5724563,127.0
1614,32323161,5724563,127.0
1615,32323161,5724563,127.0
1616,32323161,5724563,127.0
1617,32323161,5724563,127.0
1618,32323161,5724563,127.0
1619,32323161,5724563,127.0
1620,32323161,5724563,127.0
1621,32323161,5724563,127.0
1622,32323162,5724563,127.0
1623,32323165,5724561,127.0
1624,32323167,5724560,128.0
1625,32323168,5724558,127.0
1626,32323168,5724554,123.0
1627,32323170,5724550,117.0
1628,32323170,5724543,113.0
1629,32323168,5724536,111.0
1630,32323169,5724530,111.0
1631,32323168,5724526,110.0
1632,32323168,5724521,108.0
1633,32323168,5724516,107.0
1634,32323169,5724512,107.0
1635,32323170,5724508,103.0
1636,32323171,5724503,104.0
1637,32323171,5724500,102.0
1638,32323171,5724495,100.0
1639,32323171,5724491,100.0
1640,32323172,5724485,100.0
1641,32323172,5724476,98.0
1642,32323172,5724468,97.0
1643,32323172,5724462,97.0
1644,32323172,5724456,98.0
1645,32323173,5724448,101.0
1646,32323172,5724441,104.0
1647,32323172,5724434,105.0
1648,32323172,5724431,105.0
1649,32323172,5724423,104.0
1650,32323177,5724398,101.0
1651,32323177,5724372,100.0
1652,32323181,5724344,100.0
1653,32323185,5724313,99.0
1654,32323188,5724281,101.0
1655,32323188,5724257,101.0
1656,32323196,5724229,97.0
1657,32323198,5724206,97.0
1658,32323202,5724196,99.0
1659,32323205,5724186,99.0
1660,32323206,5724183,99.0
1661,32323212,5724184,93.0
1662,32323218,5724182,90.0
1663,32323222,5724182,87.0
1664,32323226,5724182,87.0
1665,32323231,5724182,87.0
1666,32323233,5724183,89.0
1667,32323239,5724185,91.0
1668,32323242,5724190,95.0
1669,32323247,5724191,92.0
1670,32323250,5724192,90.0
1671,32323255,5724192,88.0
1672,32323257,5724193,84.0
1673,32323262,5724197,83.0
1674,32323266,5724200,83.0
1675,32323274,5724201,82.0
1676,32323282,5724200,84.0
1677,32323288,5724200,81.0
1678,32323292,5724201,79.0
1679,32323299,5724201,80.0
1680,32323305,5724201,81.0
1681,32323313,5724205,81.0
1682,32323317,5724208,81.0
1683,32323324,5724211,82.0
1684,32323333,5724213,94.0
1685,32323342,5724213,92.0
1686,32323349,5724214,88.0
1687,32323351,5724216,87.0
1688,32323356,5724218,86.0
1689,32323362,5724218,87.0
1690,32323368,5724219,86.0
1691,32323379,5724217,86.0
1692,32323388,5724219,76.0
1693,32323392,5724222,78.0
1694,32323395,5724227,82.0
1695,32323396,5724230,85.0
1696,32323396,5724231,89.0
1697,32323398,5724234,90.0
1698,32323399,5724235,92.0
1699,32323399,5724235,85.0
1700,32323400,5724236,90.0
1701,32323399,5724237,92.0
1702,32323399,5724238,93.0
1703,32323399,5724239,94.0
1704,32323399,5724239,94.0
1705,32323399,5724239,94.0
1706,32323399,5724239,94.0
1707,32323399,5724240,94.0
1708,32323399,5724240,94.0
1709,32323399,5724240,94.0
1710,32323399,5724240,81.0
1711,32323399,5724240,88.0
1712,32323399,5724239,92.0
1713,32323399,5724240,94.0
1714,32323401,5724242,94.0
1715,32323406,5724244,95.0
1716,32323412,5724245,96.0
1717,32323417,5724246,95.0
1718,32323420,5724247,95.0
1719,32323426,5724248,95.0
1720,32323431,5724250,93.0
1721,32323437,5724251,92.0
1722,32323444,5724252,93.0
1723,32323449,5724253,93.0
1724,32323453,5724254,90.0
1725,32323458,5724256,91.0
1726,32323461,5724258,90.0
1727,32323464,5724259,91.0
1728,32323468,5724261,89.0
1729,32323472,5724263,88.0
1730,32323475,5724265,87.0
1731,32323480,5724266,88.0
1732,32323485,5724266,89.0
1733,32323494,5724267,88.0
1734,32323501,5724268,87.0
1735,32323506,5724268,86.0
1736,32323513,5724267,86.0
1737,32323521,5724267,88.0
1738,32323528,5724267,86.0
1739,32323532,5724268,86.0
1740,32323536,5724271,87.0
1741,32323538,5724272,88.0
1742,32323542,5724277,90.0
1743,32323547,5724277,87.0
1744,32323551,5724277,87.0
1745,32323554,5724279,87.0
1746,32323555,5724284,87.0
1747,32323559,5724287,86.0
1748,32323564,5724288,84.0
1749,32323569,5724290,79.0
1750,32323576,5724293,78.0
1751,32323579,5724295,78.0
1752,32323581,5724296,81.0
1753,32323583,5724296,82.0
1754,32323586,5724297,84.0
1755,32323589,5724297,86.0
1756,32323591,5724297,87.0
1757,32323593,5724298,87.0
1758,32323595,5724299,89.0
1759,32323597,5724299,93.0
1760,32323597,5724300,94.0
1761,32323598,5724300,94.0
1762,32323598,5724300,94.0
1763,32323598,5724299,95.0
1764,32323600,5724300,94.0
1765,32323603,5724302,94.0
1766,32323608,5724305,94.0
1767,32323612,5724307,93.0
1768,32323616,5724307,91.0
1769,32323624,5724305,89.0
1770,32323631,5724302,87.0
1771,32323636,5724301,88.0
1772,32323645,5724298,89.0
1773,32323650,5724299,89.0
1774,32323657,5724301,86.0
1775,32323661,5724305,83.0
1776,32323666,5724308,83.0
1777,32323671,5724311,85.0
1778,32323675,5724313,87.0
1779,32323681,5724318,87.0
1780,32323688,5724321,89.0
1781,32323693,5724323,87.0
1782,32323702,5724323,86.0
1783,32323708,5724322,87.0
1784,32323716,5724322,91.0
1785,32323725,5724323,91.0
1786,32323732,5724325,92.0
1787,32323738,5724328,94.0
1788,32323745,5724333,96.0
1789,32323750,5724336,96.0
1790,32323756,5724338,93.0
1791,32323760,5724340,94.0
1792,32323766,5724346,93.0
1793,32323769,5724351,90.0
1794,32323773,5724355,82.0
1795,32323775,5724358,85.0
1796,32323778,5724361,88.0
1797,32323780,5724365,88.0
1798,32323781,5724367,86.0
1799,32323781,5724369,87.0
1800,32323778,5724371,89.0
1801,32323774,5724372,80.0
1802,32323773,5724375,85.0
1803,32323771,5724377,86.0
1804,32323770,5724381,88.0
1805,32323769,5724383,89.0
1806,32323769,5724386,90.0
1807,32323767,5724391,93.0
1808,32323765,5724394,95.0
1809,32323764,5724398,96.0
1810,32323764,5724403,96.0
1811,32323765,5724407,95.0
1812,32323766,5724412,95.0
1813,32323768,5724418,94.0
1814,32323772,5724422,93.0
1815,32323776,5724423,82.0
1816,32323780,5724424,89.0
1817,32323785,5724423,92.0
1818,32323787,5724424,91.0
1819,32323789,5724427,93.0
1820,32323792,5724428,93.0
1821,32323794,5724430,90.0
1822,32323795,5724429,87.0
1823,32323796,5724425,86.0
1824,32323797,5724421,83.0
1825,32323796,5724418,83.0
1826,32323795,5724415,84.0
1827,32323794,5724411,83.0
1828,32323794,5724407,82.0
1829,32323793,5724401,80.0
1830,32323792,5724395,79.0
1831,32323792,5724390,77.0
1832,32323790,5724385,77.0
1833,32323787,5724383,77.0
1834,32323784,5724383,77.0
1835,32323783,5724383,78.0
1836,32323783,5724383,84.0
1837,32323787,5724384,84.0
1838,32323790,5724385,84.0
1839,32323793,5724390,84.0
1840,32323797,5724393,83.0
1841,32323802,5724391,81.0
1842,32323809,5724386,82.0
1843,32323817,5724386,84.0
1844,32323820,5724386,86.0
1845,32323823,5724386,86.0
1846,32323825,5724385,86.0
1847,32323829,5724382,85.0
1848,32323831,5724382,86.0
1849,32323833,5724385,88.0
1850,32323835,5724387,89.0
1851,32323835,5724391,88.0
1852,32323834,5724396,88.0
1853,32323832,5724398,89.0
1854,32323829,5724395,77.0
1855,32323827,5724391,81.0
1856,32323828,5724387,86.0
1857,32323829,5724386,85.0
1858,32323832,5724384,86.0
1859,32323833,5724386,85.0
1860,32323832,5724391,87.0
1861,32323830,5724394,85.0
1862,32323825,5724393,84.0
1863,32323824,5724388,89.0
1864,32323825,5724386,88.0
1865,32323829,5724386,89.0
1866,32323832,5724389,93.0
1867,32323833,5724393,90.0
1868,32323831,5724397,90.0
1869,32323827,5724400,87.0
1870,32323823,5724399,87.0
1871,32323821,5724395,86.0
1872,32323821,5724394,87.0
1873,32323821,5724394,79.0
1874,32323821,5724394,83.0
1875,32323824,5724394,85.0
1876,32323828,5724395,85.0
1877,32323830,5724398,84.0
1878,32323830,5724400,84.0
1879,32323828,5724400,83.0
1880,32323825,5724397,85.0
1881,32323825,5724393,84.0
1882,32323830,5724390,87.0
1883,32323833,5724391,84.0
1884,32323834,5724395,83.0
1885,32323831,5724399,83.0
1886,32323827,5724398,82.0
1887,32323825,5724395,80.0
1888,32323828,5724391,81.0
1889,32323831,5724390,80.0
1890,32323832,5724392,79.0
1891,32323832,5724395,79.0
1892,32323831,5724396,78.0
1893,32323829,5724393,79.0
1894,32323827,5724390,80.0
1895,32323825,5724390,79.0
1896,32323823,5724390,79.0
1897,32323820,5724391,74.0
1898,32323819,5724391,77.0
1899,32323818,5724391,81.0
1900,32323817,5724390,83.0
1901,32323817,5724390,84.0
1902,32323817,5724390,84.0
1903,32323817,5724390,84.0
1904,32323817,5724390,84.0
1905,32323817,5724390,84.0
1906,32323817,5724390,84.0
1907,32323817,5724390,85.0
1908,32323817,5724390,85.0
1909,32323818,5724390,86.0
1910,32323821,5724391,86.0
1911,32323823,5724392,83.0
1912,32323825,5724391,83.0
1913,32323826,5724391,81.0
1914,32323827,5724391,82.0
1915,32323827,5724392,82.0
1916,32323826,5724392,83.0
1917,32323826,5724393,82.0
1918,32323825,5724393,82.0
1919,32323825,5724393,82.0
1920,32323825,5724393,82.0
1921,32323825,5724393,82.0
1922,32323825,5724393,82.0
1923,32323825,5724393,82.0
1924,32323825,5724393,82.0
1925,32323825,5724393,82.0
1926,32323825,5724393,82.0
1927,32323825,5724393,82.0
